"smiles","drug_label"
"[H][C@@](C)(NC(=O)CCC[P@](O)(=O)OC1=CC=C(C=C1)[N+]([O-])=O)C(O)=O","PARA-NITROPHENYL PHOSPHONOBUTANOYL L-ALANINE (DB08411)"
"OC(=O)CCCCCNC(=O)CCC[P@](O)(=O)OC1=CC=C(C=C1)[N+]([O-])=O","6-{4-[HYDROXY-(4-NITRO-PHENOXY)-PHOSPHORYL]-BUTYRYLAMINO}-HEXANOIC ACID (DB08412)"
"OC(=O)CCCC(=O)NC1=CC=C(C=CC2=CC=CC=C2)C=C1","4-(4-STYRYL-PHENYLCARBAMOYL)-BUTYRIC ACID (DB08562)"
"[H][C@@](CC(C)C)(NC(C)=O)C(=O)N[C@@]([H])(CC1=CC=CC=C1)C(=O)C(F)(F)F","1,1,1-TRIFLUORO-3-((N-ACETYL)-L-LEUCYLAMIDO)-4-PHENYL-BUTAN-2-ONE(N-ACETYL-L-LEUCYL-L-PHENYLALANYL TRIFLUOROMETHYL KETONE) (DB08119)"
"[H][C@](N)(CC1=CC=CC=C1)C(=O)CCl","PHENYLALANYLMETHYLCHLORIDE (DB08374)"
"[H][C@@](CC1=C2C=CC=CC2=CC=C1)(NC(C)=O)[B-](O)(O)O","L-1-NAPHTHYL-2-ACETAMIDO-ETHANE BORONIC ACID (DB08565)"
"[H][C@](CC1=C2C=CC=CC2=CC=C1)(NC(C)=O)[B-](O)(O)O","D-1-NAPHTHYL-2-ACETAMIDO-ETHANE BORONIC ACID (DB08566)"
"[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C=C(CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(O)=O)C(=O)C1=CC=C(O)C=C1","(8alpha,10alpha,13alpha,17beta)-17-[(4-hydroxyphenyl)carbonyl]androsta-3,5-diene-3-carboxylic acid (DB08220)"
"COC(C)(C)CCC[C@@](C)([H])CC=CC(C)=CC(O)=O","(2E,4E)-11-METHOXY-3,7,11-TRIMETHYLDODECA-2,4-DIENOIC ACID (DB08175)"
"[H][C@]12O[C@]([H])(C(=C1C1=CC=C(O)C=C1)C1=CC=C(O)C=C1)[C@]([H])(C(=O)OCC)[C@]2([H])C(=O)OCC","DIETHYL (1R,2S,3R,4S)-5,6-BIS(4-HYDROXYPHENYL)-7-OXABICYCLO[2.2.1]HEPT-5-ENE-2,3-DICARBOXYLATE (DB08320)"
"CN1C(N)=NC2=NC=C(C=C12)C1=CC=CC=C1","2-AMINO-1-METHYL-6-PHENYLIMIDAZO[4,5-B]PYRIDINE (DB08398)"
"[H][C@]12CC=C(C)[C@]([H])(C1)[C@@]([H])(OC2(C)C)C1=CC=C(O)C=C1","4-[(1S,2R,5S)-4,4,8-TRIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL (DB08595)"
"CCCC[Sn](CCCC)CCCC","tributylstannanyl (DB08601)"
"OC(=O)CC1=CC(=CC=C1)[N+]([O-])=O","2-(3-NITROPHENYL)ACETIC ACID (DB08193)"
"OC(=O)CC1=CC(O)=CC=C1O","2-(3,6-DIHYDROXYPHENYL)ACETIC ACID (DB08327)"
"[H][C@@]1(NC(=O)CC2=CC=CC=C2)C(=O)[N@]2[C@]1([H])[S@@]([H])(O)C(C)(C)[C@]2([H])C(O)=O","N-[(2S,4S,6R)-2-(dihydroxymethyl)-4-hydroxy-3,3-dimethyl-7-oxo-4lambda~4~-thia-1-azabicyclo[3.2.0]hept-6-yl]-2-phenylacetamide (DB08559)"
"OC1(CCN(CCCC2(SCCS2)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1","4-(4-CHLORO-PHENYL)-1-{3-[2-(4-FLUORO-PHENYL)-[1,3]DITHIOLAN-2-YL]-PROPYL}-PIPERIDIN-4-OL (DB08622)"
"N1C=CC(=N1)C1=NC2=CC=CC=C2N1","2-(1H-pyrazol-3-yl)-1H-benzimidazole (DB08065)"
"CNC1=C(C=C(SC2=NN=CN2C)C=C1)C(=O)NC1=NC(C)=CS1","2-(methylamino)-N-(4-methyl-1,3-thiazol-2-yl)-5-[(4-methyl-4H-1,2,4-triazol-3-yl)sulfanyl]benzamide (DB08118)"
"CN1C=CN=C1SC1=CC(C(=O)NC2=NC=CS2)=C(N)C=C1F","2-AMINO-4-FLUORO-5-[(1-METHYL-1H-IMIDAZOL-2-YL)SULFANYL]-N-(1,3-THIAZOL-2-YL)BENZAMIDE (DB08210)"
"OC1=C(C(=O)N(CCC2CC2)C2=C1C=C(F)C=C2)C1=NC2=CC=CC=C2S(=O)(=O)N1","1-(2-CYCLOPROPYLETHYL)-3-(1,1-DIOXIDO-2H-1,2,4-BENZOTHIADIAZIN-3-YL)-6-FLUORO-4-HYDROXYQUINOLIN-2(1H)-ONE (DB08278)"
"[H][C@]1(C)CC[C@]([H])(CC1)C(=O)N(C(C)C)C1=C(SC(=C1)C1=CC=CC=C1)C(O)=O","3-{ISOPROPYL[(TRANS-4-METHYLCYCLOHEXYL)CARBONYL]AMINO}-5-PHENYLTHIOPHENE-2-CARBOXYLIC ACID (DB08279)"
"CC(C)OC1=CC=C(CC[C@]2(CC(O)=CC(=O)O2)C2CCCC2)C=C1F","(6S)-6-CYCLOPENTYL-6-[2-(3-FLUORO-4-ISOPROPOXYPHENYL)ETHYL]-4-HYDROXY-5,6-DIHYDRO-2H-PYRAN-2-ONE (DB08390)"
"CC1=CC=C(O1)C=C1/SC(NS(=O)(=O)C2=CC=C(C)C=C2)=NC1=O","4-METHYL-N-{(5E)-5-[(5-METHYL-2-FURYL)METHYLENE]-4-OXO-4,5-DIHYDRO-1,3-THIAZOL-2-YL}BENZENESULFONAMIDE (DB08481)"
"OC(=O)CCC(=O)NC1=CC=C(Br)C=N1","4-[(5-bromopyridin-2-yl)amino]-4-oxobutanoic acid (DB08578)"
"[H][C@]1(C)CN(C[C@@]([H])(C)C1)C(=O)C1=CC(Br)=CC=C1N","4-bromo-2-{[(3R,5S)-3,5-dimethylpiperidin-1-yl]carbonyl}aniline (DB08579)"
"[H][C@]1(CC2=C(Cl)C=CC=C2)CCCN1C(=O)C1=CC(Br)=CC=C1N","4-bromo-2-{[(2R)-2-(2-chlorobenzyl)pyrrolidin-1-yl]carbonyl}aniline (DB08580)"
"[H][C@]1(C)CN(C[C@@]([H])(C)C1)C(=O)C1=CC(Br)=CC=C1NC(=O)CCC(O)=O","4-[(4-bromo-2-{[(3R,5S)-3,5-dimethylpiperidin-1-yl]carbonyl}phenyl)amino]-4-oxobutanoic acid (DB08581)"
"[H][C@]1(C)CN(C[C@@]([H])(C)C1)C(=O)C1=C(NC(=O)CCC(=O)N2CCOCC2)C=CC(Br)=C1","N-(4-bromo-2-{[(3R,5S)-3,5-dimethylpiperidin-1-yl]carbonyl}phenyl)-4-morpholin-4-yl-4-oxobutanamide (DB08582)"
"[H][C@@](CCC)(NC(=O)CCC(O)=O)C(O)=O","N-(3-carboxypropanoyl)-L-norvaline (DB08554)"
"[H][C@](CC)(C1=CC=CC=C1)C1=C(O)C2=C(CCCCC2)OC1=O","6,7,8,9-TETRAHYDRO-4-HYDROXY-3-(1-PHENYLPROPYL)CYCLOHEPTA[B]PYRAN-2-ONE (DB08274)"
"OC(=O)COC1=CC=CC2=CC=CC=C12","NAPHTHYLOXYACETIC ACID (DB08286)"
"[H][C@]1(CCCCN1)C(=O)NC(C)(C)C","PIPERIDINE-2-CARBOXYLIC ACID TERT-BUTYLAMIDE (DB08421)"
"[H][C@](CC(=O)NC(CC)CC)(C(N)=O)C(C)(C)C","3-(CARBOXYAMIDE(2-CARBOXYAMIDE-2-TERTBUTYLETHYL))PENTAN (DB08474)"
"[H][C@](CC)(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=C(OC)C=C2","4-HYDROXY-7-METHOXY-3-(1-PHENYL-PROPYL)-CHROMEN-2-ONE (DB08663)"
"[H][C@](CC)(C1=CC=CC(NC(=O)CNC(=O)OC(C)(C)C)=C1)C1=C(O)C2=CC=CC=C2OC1=O","({3-[1-(4-HYDROXY-2-OXO-2H-CHROMEN-3-YL)-PROPYL]-PHENYLCARBAMOYL}-METHYL)-CARBAMIC ACID TERT-BUTYL ESTER (DB08664)"
"CCOC(=O)NCCCNC(=O)OCC","DIETHYL PROPANE-1,3-DIYLBISCARBAMATE (DB08501)"
"OC1=CC(O)=C2C(CC(=O)CCCCCC=CCCOC2=O)=C1Cl","(5E)-14-CHLORO-15,17-DIHYDROXY-4,7,8,9,10,11-HEXAHYDRO-2-BENZOXACYCLOPENTADECINE-1,12(3H,13H)-DIONE (DB08153)"
"OC1=CC(O)=C2C(CC(=O)CCCC=C/CCOC2=O)=C1Cl","(5Z)-12-CHLORO-13,15-DIHYDROXY-4,7,8,9-TETRAHYDRO-2-BENZOXACYCLOTRIDECINE-1,10(3H,11H)-DIONE (DB08292)"
"OC1=CC(O)=C2C(CC(=O)CCCC=CCCOC2=O)=C1Cl","(5E)-12-CHLORO-13,15-DIHYDROXY-4,7,8,9-TETRAHYDRO-2-BENZOXACYCLOTRIDECINE-1,10(3H,11H)-DIONE (DB08293)"
"OC1=CC(O)=C2C(CC(=O)CCCCC=CCCOC2=O)=C1Cl","(5Z)-13-CHLORO-14,16-DIHYDROXY-3,4,7,8,9,10-HEXAHYDRO-1H-2-BENZOXACYCLOTETRADECINE-1,11(12H)-DIONE (DB08346)"
"COC(=O)C1=C(CCC(=O)NC2=C(O)C=C(OC)C(O)=C2)C(Cl)=C(O)C=C1O","METHYL 3-CHLORO-2-{3-[(2,5-DIHYDROXY-4-METHOXYPHENYL)AMINO]-3-OXOPROPYL}-4,6-DIHYDROXYBENZOATE (DB08464)"
"COC1=CC(N)=C(OC)C(CCOC(=O)C2=C(O)C=C(O)C(Cl)=C2)=C1OC","2-(3-AMINO-2,5,6-TRIMETHOXYPHENYL)ETHYL 5-CHLORO-2,4-DIHYDROXYBENZOATE (DB08465)"
"CCC1C2=CC(OC)=C(OC)C=C2C(=NN=C1C)C1=CC(OC)=C(OC)C=C1","Tofisopam (DB08811)"
"CC(C)(C)OC(=O)N1CCC(CC1)C1=NC(=NO1)C1=CC=CS1","tert-butyl 4-(3-thiophen-2-yl-1,2,4-oxadiazol-5-yl)piperidine-1-carboxylate (DB08469)"
"FC1=CC=C(C=C1)C1=NN=C(N1)C1=CC=CC=C1","3-(4-fluorophenyl)-5-phenyl-4H-1,2,4-triazole (DB08470)"
"O=C(CC1=CC=CS1)N1CCC(CC1)C1=NC(=NO1)C1=CC=CS1","1-(thiophen-2-ylacetyl)-4-(3-thiophen-2-yl-1,2,4-oxadiazol-5-yl)piperidine (DB08471)"
"[H][C@](N)(CC1=CNC2=C1C=CC(NNC1=CC=CC=C1)=C2O)C=O","TRW3-(2-AMINO-3-HYDROXY-PROPYL)-6-(N'-CYCLOHEXYL-HYDRAZINO)OCTAHYDRO-INDOL-7-OL (DB08646)"
"OC(=O)CCCCCCCCCCS","11-MERCAPTOUNDECANOIC ACID (DB08171)"
"CCCCCCCCCCOC(S)=O","O-DECYL HYDROGEN THIOCARBONATE (DB08684)"
"CC(=O)NC1=C(O)C=C(C=C1[N+]([O-])=O)C(O)=O","4-(ACETYLAMINO)-3-HYDROXY-5-NITROBENZOIC ACID (DB08570)"
"CC1=NNC=C1C1=CC=C(CCN)C=C1","2-[4-(3-METHYL-1H-PYRAZOL-4-YL)PHENYL]ETHANAMINE (DB08070)"
"[H][C@@](N)(COC1=CN=CC(=C1)C1=CC=C2NN=C(C)C2=C1)CC1=CNC2=CC=CC=C12","(2S)-1-(1H-INDOL-3-YL)-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE (DB08073)"
"N1N=C(C2=C1C=CC=C2)C1=CC=NC=C1","3-pyridin-4-yl-1H-indazole (DB08113)"
"NC1=NC=C(CC2=CC=CC=C2)S1","5-benzyl-1,3-thiazol-2-amine (DB08114)"
"NCC1(CCN(CC1)C1=C2C=CNC2=NC=N1)C1=CC=C(Cl)C=C1","1-[4-(4-chlorophenyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-yl]methanamine (DB08148)"
"NCC1(CC2=CC=C(Cl)C=C2)CCN(CC1)C1=C2C=CNC2=NC=N1","1-[4-(4-chlorobenzyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-yl]methanamine (DB08149)"
"[NH3+]C1(CC2=CC=C(Cl)C=C2)CCN(CC1)C1=C2C=CNC2=NC=N1","4-(4-chlorobenzyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-aminium (DB08150)"
"O=S(=O)(N1CCCNCC1)C1=CC=CC2=C1C=CN=C2","5-(1,4-DIAZEPAN-1-SULFONYL)ISOQUINOLINE (DB08162)"
"[H][C@@](N)(COC1=CC(=CN=C1)C1=CC=C2NN=C(C)C2=C1)CC1=CC=CC=C1","(2S)-1-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}-3-PHENYLPROPAN-2-AMINE (DB08568)"
"[H][C@@](N)(COC1=CN=CC(=C1)C1=CC2=C(NN=C2C)C=C1)CC1=CC=C(Br)C=C1","3-PYRIDIN-4-YL-2,4-DIHYDRO-INDENO[1,2-.C.] PYRAZOLE (DB08569)"
"OC(=O)C1=CC=C(C=C1)C1=CNC2=C1C=C(C=N2)C1=CC=CC=C1","4-(5-phenyl-1H-pyrrolo[2,3-b]pyridin-3-yl)benzoic acid (DB08191)"
"[H][C@@](CC(C)C)(NC(=O)CCCCCCCCCCCN1C=CN=C1)C(O)=O","N-[12-(1H-imidazol-1-yl)dodecanoyl]-L-leucine (DB08086)"
"[H][C@@](C)(C(O)=O)C1=CC=C2C=C(OC)C=CC2=C1","(2S)-2-(6-methoxynaphthalen-2-yl)propanoic acid (DB08298)"
"[H][C@@](CS(=O)(=O)CC1=C(OC(F)F)C=CC=C1)(OC(=O)N1CCOCC1)C(=O)NCC#N","(1R)-2-[(CYANOMETHYL)AMINO]-1-({[2-(DIFLUOROMETHOXY)BENZYL]SULFONYL}METHYL)-2-OXOETHYL MORPHOLINE-4-CARBOXYLATE (DB08195)"
"OCCOC1=C(C=CC=C1)C1=C(F)C(F)=C(F)C=C1","2-[(2',3',4'-TRIFLUOROBIPHENYL-2-YL)OXY]ETHANOL (DB08611)"
"[H][C@](N)(CSC(=O)CCCCCCCCCCCCCCC)C(O)=O","S-PALMITOYL-L-CYSTEINE (DB08342)"
"COC1=CC(C=CC(O)=O)=CC(OC)=C1O","SINAPINATE (DB08587)"
"COC(=O)C1=CC(OC)=C(O)C(OC)=C1","SYRINGATE (DB08589)"
"[H][C@](O)(C(=O)NCCC(=O)NCCSC(=O)CCCCC)C(C)(C)CO[P@]([H])(O)=O","S-(2-{[N-(2-HYDROXY-4-{[HYDROXY(OXIDO)PHOSPHINO]OXY}-3,3-DIMETHYLBUTANOYL)-BETA-ALANYL]AMINO}ETHYL) HEXANETHIOATE (DB08404)"
"[H][C@](O)(C(=O)NCCC(=O)NCCSC(=O)CCCCCC)C(C)(C)CO[P@]([H])(O)=O","S-(2-{[N-(2-HYDROXY-4-{[HYDROXY(OXIDO)PHOSPHINO]OXY}-3,3-DIMETHYLBUTANOYL)-BETA-ALANYL]AMINO}ETHYL) HEPTANETHIOATE (DB08405)"
"O=C(NC1CC1)NC1=CNN=C1C1=NC2=CC=C(C[NH+]3CCOCC3)C=C2N1","4-[(2-{4-[(CYCLOPROPYLCARBAMOYL)AMINO]-1H-PYRAZOL-3-YL}-1H-BENZIMIDAZOL-6-YL)METHYL]MORPHOLIN-4-IUM (DB08067)"
"[H][C@@]1(C)CCN(C[C@]1([H])N(C)C1=NC=NC2=C1C=CN2)C(=O)CC#N","3-{(3R,4R)-4-methyl-3-[methyl(7H-pyrrolo[2,3-d]pyrimidin-4-yl)amino]piperidin-1-yl}-3-oxopropanenitrile (DB08183)"
"N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1","Ruxolitinib (DB08877)"
"CCCCCCCCCC1=[N+]([O-])C2=CC=CC=C2C(O)=C1","2-NONYL-4-HYDROXYQUINOLINE N-OXIDE (DB08453)"
"CN1C2=C(C(Br)=C1C(=O)NCCO)C1=C(C(=O)NC1=O)C(=C2)C1=C(Cl)C=CC=C1","8-bromo-4-(2-chlorophenyl)-N-(2-hydroxyethyl)-6-methyl-1,3-dioxo-1,2,3,6-tetrahydropyrrolo[3,4-e]indole-7-carboxamide (DB08365)"
"CC1=CC(NC2=NC(NC3=CC=C(CC(O)=O)C=C3)=NC=C2C(N)=O)=CC=C1","[4-({5-(AMINOCARBONYL)-4-[(3-METHYLPHENYL)AMINO]PYRIMIDIN-2-YL}AMINO)PHENYL]ACETIC ACID (DB08513)"
"ClC1=CC=C(C=C1)C1=NNC(=C1)C1CCNCC1","4-[3-(4-CHLOROPHENYL)-1H-PYRAZOL-5-YL]PIPERIDINE (DB08061)"
"CSC1=NN=C(N1)C1=CC=C(Cl)C=C1","3-(4-CHLOROPHENYL)-5-(METHYLTHIO)-4H-1,2,4-TRIAZOLE (DB08062)"
"[H][C@@]1(COC(=O)CC2=CC(Cl)=CC=C2)CCCN1C(=O)CNC(=O)OC(C)(C)C","{(2S)-1-[N-(tert-butoxycarbonyl)glycyl]pyrrolidin-2-yl}methyl (3-chlorophenyl)acetate (DB08152)"
"[H][C@](CC1=CC=CC=C1)(NC)C(=O)N1CCC[C@@]1([H])C(=O)NC[C@]1([H])CC[C@]([H])(N)CC1","METHYL-PHE-PRO-AMINO-CYCLOHEXYLGLYCINE (DB08187)"
"[H][C@@](N)(CC1=CC=CC=C1)C(=O)N1CCC[C@@]1([H])C(=O)NCCNC1=CC=NC=C1","[PHENYLALANINYL-PROLINYL]-[2-(PYRIDIN-4-YLAMINO)-ETHYL]-AMINE (DB08422)"
"[H][C@]1(O)C[N@]2[C@@]([H])(C1)[C@]1([H])C(=O)N(CC3=CC=C4OCOC4=C3)C(=O)[C@]1([H])[C@]2([H])C1=CC=C(C=C1)C(N)=N","4-[(3AS,4R,7R,8AS,8BR)-2-(1,3-BENZODIOXOL-5-YLMETHYL)-7-HYDROXY-1,3-DIOXODECAHYDROPYRROLO[3,4-A]PYRROLIZIN-4-YL]BENZENECARBOXIMIDAMIDE (DB08546)"
"[H][C@](N)(CCCNC(N)=N)C(=O)C1=NC2=CC=CC=C2S1","BENZOTHIAZOLE (DB08624)"
"[H][C@]1(F)CN(CC(=O)NC2=CC=C(C=C2F)N2C=CC=CC2=O)C[C@]1([H])NC(=O)C1=CC=C(Cl)S1","5-CHLORO-THIOPHENE-2-CARBOXYLIC ACID ((3S,4S)-4-FLUORO- 1-{[2-FLUORO-4-(2-OXO-2H-PYRIDIN-1-YL)-PHENYLCARBAMOYL]-METHYL}-PYRROLIDIN-3-YL)-AMIDE (DB08143)"
"ClC1=CC=C(S1)C(=O)NCCNC(=O)C1=CC=C(C=C1)N1C=CC=CC1=O","5-CHLORO-N-(2-(4-(2-OXOPYRIDIN-1(2H)-YL)BENZAMIDO)ETHYL)THIOPHENE-2-CARBOXAMIDE (DB08173)"
"[H][C@]1(CCC[C@]1([H])NC(=O)C1=CC=C(C=C1)N1C=CC=CC1=O)NC(=O)C1=CC=C(Cl)S1","5-CHLORO-N-((1R,2S)-2-(4-(2-OXOPYRIDIN-1(2H)-YL)BENZAMIDO) CYCLOPENTYL)THIOPHENE-2-CARBOXAMIDE (DB08174)"
"[H][C@@]1(CCN(CC2=CC3=C(N2)C=NC=C3)C1=O)NS(=O)(=O)C1=CC2=C(S1)C=CC=N2","THIENO[3,2-B]PYRIDINE-2-SULFONIC ACID [2-OXO-1-(1H-PYRROLO[2,3-C]PYRIDIN-2-YLMETHYL)-PYRROLIDIN-3-YL]-AMIDE (DB08426)"
"[H][C@]1(CNC(=O)C2=CC=C(Cl)S2)CN(C(=O)O1)C1=CC=C(C=C1)N1CCOCC1=O","5-chloro-N-({(5S)-2-oxo-3-[4-(3-oxomorpholin-4-yl)phenyl]-1,3-oxazolidin-5-yl}methyl)thiophene-2-carboxamide (DB08477)"
"NC(=N)C1=CC(CN2CCN(CC2=O)S(=O)(=O)C2=CC3=C(S2)C=C(Cl)C=C3)=CC=C1","3-({4-[(6-CHLORO-1-BENZOTHIEN-2-YL)SULFONYL]-2-OXOPIPERAZIN-1-YL}METHYL)BENZENECARBOXIMIDAMIDE (DB08487)"
"ClC1=CC=C(S1)C=CS(=O)(=O)N1CCN(CC2=CC3=C(N2)C=CN=C3)C(=O)C1","4-{[(E)-2-(5-CHLOROTHIEN-2-YL)VINYL]SULFONYL}-1-(1H-PYRROLO[3,2-C]PYRIDIN-2-YLMETHYL)PIPERAZIN-2-ONE (DB08488)"
"NC(=N)C1=CC=C(CN2CCN(CC2=O)S(=O)(=O)C2=CC3=C(S2)C=C(Cl)C=C3)C=C1","4-({4-[(6-CHLORO-1-BENZOTHIEN-2-YL)SULFONYL]-2-OXOPIPERAZIN-1-YL}METHYL)BENZENECARBOXIMIDAMIDE (DB08495)"
"NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O","Pomalidomide (DB08910)"
"NC1=CC=C2NC(=CC2=N1)C1=CC(CC(O)=O)=CC(=C1O)C1=CC=CC(=C1)[N+]([O-])=O","{5-(5-AMINO-1H-PYRROLO[3,2-B]PYRIDIN-2-YL)-6-HYDROXY-3'-NITRO-BIPHENYL-3-YL]-ACETIC ACID (DB08232)"
"CN(C)CC=CC(=O)NC1=C(O[C@H]2CCOC2)C=C2N=CN=C(NC3=CC(Cl)=C(F)C=C3)C2=C1","Afatinib (DB08916)"
"CC(C)OC1=CC(NC(=O)C2=CC(Cl)=C(OCCN)C(Cl)=C2)=CC=C1","4-(2-AMINOETHOXY)-3,5-DICHLORO-N-[3-(1-METHYLETHOXY)PHENYL]BENZAMIDE (DB08072)"
"CC1=CNC(C=C2/C(=O)NC3=CC=CC=C23)=C1CCC(O)=O","3-[(3-(2-CARBOXYETHYL)-4-METHYLPYRROL-2-YL)METHYLENE]-2-INDOLINONE (DB08577)"
"[H][C@@]1(C)CC[C@@]([H])(C(C)C)[C@@]([H])(C1)O[P@](O)(=O)CCCCCC","(1R)-MENTHYL HEXYL PHOSPHONATE GROUP (DB08200)"
"[H][C@]1(C)CC[C@]([H])(C(C)C)[C@]([H])(C1)O[P@](O)(=O)CCCCCC","(1S)-MENTHYL HEXYL PHOSPHONATE GROUP (DB08201)"
"CCO[P@](O)(=O)N(CC)CC","ETHYL HYDROGEN DIETHYLAMIDOPHOSPHATE (DB08658)"
"OC(C(=O)O[C@H]1C[N+]2(CCCOC3=CC=CC=C3)CCC1CC2)(C1=CC=CS1)C1=CC=CS1","Aclidinium (DB08897)"
"CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NOC(=O)N1)C(=CC=C2)C(=O)OCC1=C(C)OC(=O)O1","Azilsartan medoxomil (DB08822)"
"CCCSC1=NC2=C(N=NN2[C@@H]2C[C@H](OCCO)[C@@H](O)[C@H]2O)C(N[C@@H]2C[C@H]2C2=CC(F)=C(F)C=C2)=N1","Ticagrelor (DB08816)"
"CC(C)(C)NC[C@H](O)COC1=CC=CC2=C1CC(=N2)C#N","4-{[(2S)-3-(tert-butylamino)-2-hydroxypropyl]oxy}-3H-indole-2-carbonitrile (DB08347)"
"ClC1=CC=C(C2CSC(S2)=C(C#N)N2C=CN=C2)C(Cl)=C1","LULICONAZOLE (DB08933)"
"[H][C@]1(CCC2=CC=C(C=C2N1CCCOC)C1=C(N)N=C(N)N=C1CC)C1=CC=CC=C1","6-ethyl-5-[(2S)-1-(3-methoxypropyl)-2-phenyl-1,2,3,4-tetrahydroquinolin-7-yl]pyrimidine-2,4-diamine (DB08099)"
"COC1=CC=C(NC2=C(C(=O)N(CC3=CC=CC=C3)C2=O)C2=CC=CC=C2)C=C1","1-BENZYL-3-(4-METHOXYPHENYLAMINO)-4-PHENYLPYRROLE-2,5-DIONE (DB08063)"
"CCN(CC)C(=O)[C@]1(C[C@H]1CN)C1=CC=CC=C1","Levomilnacipran (DB08918)"
"O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC2=CC=CC=C12","Lurasidone (DB08815)"
"[H][C@@]12C[C@@H](C)[C@](OC(=O)C3=CC=CO3)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C","Fluticasone furoate (DB08906)"
"OCCNC(=O)C1=CC=C(Cl)C=C1","N-(2-AMINOETHYL)-P-CHLOROBENZAMIDE (DB08082)"
"FC1=CC=C(CCC(=C)C=N)C=C1","(1Z)-4-(4-FLUOROPHENYL)-2-METHYLIDENEBUTAN-1-IMINE (DB08176)"
"[H][C@]1(CCC2=C1C=CC=C2O)N=CC=C","4-HYDROXY-N-PROPARGYL-1(R)-AMINOINDAN (DB08480)"
"[H][C@@](C)(N=CC1=CC=C(OCC2=CC(F)=CC=C2)C=C1)C(N)=O","(S)-(+)-2-[4-(FLUOROBENZYLOXY-BENZYLAMINO)PROPIONAMIDE] (DB08516)"
"[H][C@](O)([C@@]1([H])CCCC=C1)[C@]1(NC(=O)[C@]2([H])CCO[C@]12C)C=O","(3AR,6R,6AS)-6-((S)-((S)-CYCLOHEX-2-ENYL)(HYDROXY)METHYL)-6A-METHYL-4-OXO-HEXAHYDRO-2H-FURO[3,2-C]PYRROLE-6-CARBALDEHYDE (DB08515)"
"CC(C)C[C@H](NC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1","Carfilzomib (DB08889)"
"[H][C@@]12CCC(=O)[C@@]1(C)C[C@@]([H])(OC(C)=O)C1=C2C(=O)C2=C3C(=CO2)C(=O)O[C@]([H])(COC)[C@]13C","(1S,6BR,9AS,11R,11BR)-9A,11B-DIMETHYL-1-[(METHYLOXY)METHYL]-3,6,9-TRIOXO-1,6,6B,7,8,9,9A,10,11,11B-DECAHYDRO-3H-FURO[4,3,2-DE]INDENO[4,5-H][2]BENZOPYRAN-11-YL ACETATE (DB08059)"
"[H][C@]1(O)CC(=O)O[C@@]([H])(CC[C@@]2([H])[C@@]([H])(C)C=CC3=CCC[C@]([H])(O)[C@]23[H])C1","(1S,7S,8S,8AR)-1,2,3,7,8,8A-HEXAHYDRO-7-METHYL-8-[2-[(2R,4R)-TETRAHYDRO-4-HY DROXY-6-OXO-2H-PYRAN-2-YL]ETHYL]-1-NAPHTHALENOL (DB08224)"
"CCCCCCC1=CC=C(C=C1)C(=O)C=C","1-(4-HEXYLPHENYL)PROP-2-EN-1-ONE (DB08085)"
"NC(=N)NC(=N)NC1=C(Cl)C=CC(=C1)C(F)(F)F","N-[2-chloro-5-(trifluoromethyl)phenyl]imidodicarbonimidic diamide (DB08478)"
"COC1=CC(OC)=CC(NC(=N)NC(N)=N)=C1","N-(3,5-dimethoxyphenyl)imidodicarbonimidic diamide (DB08479)"
"[H][C@]12C[C@]([H])(N=N1)[C@]([H])(C=CCCCCC(O)=O)[C@@]2([H])C=CCCCCCC","(6E)-7-{6-[(1E)-OCT-1-ENYL]-2,3-DIAZABICYCLO[2.2.1]HEPT-2-EN-5-YL}HEPT-6-ENOIC ACID (DB08675)"
"[H][C@@](CC(C)C)(CC(=O)NO)C(=O)N[C@@]([H])(CC1=CC=CC=C1)C(=O)NC","METHYLAMINO-PHENYLALANYL-LEUCYL-HYDROXAMIC ACID (DB08403)"
